venda_id,produto_key,descricao,quantidade,unidade,preco_unitario,desconto,total
V002708,P023,Tubo PVC 50mm 6m,81,BR,27.98,181.31,2085.07
V002708,P025,Fio Eletrico 2.5mm 100m,20,RL,244.25,146.55,4738.45
V002708,P016,Rejunte 5kg,88,PCT,12.9,0.0,1135.2
V002709,P015,Tinta Acrilica 18L,10,GL,99.12,0.0,991.2
V002709,P024,Joelho PVC 100mm,6,UN,6.9,0.0,41.4
V002710,P012,Telha Ceramica,47,UN,3.74,0.0,175.78
V002710,P029,Argamassa AC-II 20kg,52,SC,26.14,0.0,1359.28
V002710,P016,Rejunte 5kg,44,PCT,12.96,0.0,570.24
V002710,P002,Cimento CP-V 50kg,21,SC,38.19,0.0,801.99
V002711,P014,Tinta Latex 18L,2,GL,88.81,0.0,177.62
V002711,P017,Massa Corrida 25kg,4,BD,37.76,0.0,151.04
V002712,P004,Areia Fina 20kg,9,SC,10.96,0.0,98.64
V002712,P017,Massa Corrida 25kg,11,BD,37.63,0.0,413.93
V002712,P002,Cimento CP-V 50kg,7,SC,38.01,0.0,266.07
V002712,P003,Areia Media 20kg,2,SC,12.09,0.0,24.18
V002713,P016,Rejunte 5kg,14,PCT,12.78,8.95,169.97
V002713,P029,Argamassa AC-II 20kg,16,SC,26.29,0.0,420.64
V002713,P003,Areia Media 20kg,6,SC,12.08,0.0,72.48
V002714,P029,Argamassa AC-II 20kg,23,SC,26.24,0.0,603.52
V002714,P027,Tomada 2P+T,87,UN,13.85,0.0,1204.95
V002714,P016,Rejunte 5kg,10,PCT,12.96,0.0,129.6
V002714,P025,Fio Eletrico 2.5mm 100m,61,RL,239.05,0.0,14582.05
V002714,P021,Mangueira 1/2 50m,20,RL,65.5,0.0,1310.0
V002714,P002,Cimento CP-V 50kg,52,SC,37.77,0.0,1964.04
V002714,P011,Ferro 12mm 12m,83,BR,74.64,495.61,5699.51
V002714,P013,Telha Fibrocimento 2.44m,28,UN,25.06,70.17,631.51
V002715,P007,Tijolo Ceramico 6cm,2,UN,1.0,0.0,2.0
V002715,P005,Brita 1 20kg,2,SC,14.73,0.0,29.46
V002716,P016,Rejunte 5kg,60,PCT,13.04,0.0,782.4
V002716,P030,Gesso 20kg,99,SC,18.26,0.0,1807.74
V002716,P018,Disco de Corte 4.5,27,UN,7.86,6.37,205.85
V002716,P021,Mangueira 1/2 50m,39,RL,64.05,0.0,2497.95
V002716,P027,Tomada 2P+T,47,UN,13.82,51.96,597.58
V002716,P001,Cimento CP-II 50kg,25,SC,35.35,70.7,813.05
V002717,P002,Cimento CP-V 50kg,92,SC,38.62,0.0,3553.04
V002717,P012,Telha Ceramica,92,UN,3.87,28.48,327.56
V002717,P017,Massa Corrida 25kg,76,BD,38.06,0.0,2892.56
V002717,P013,Telha Fibrocimento 2.44m,90,UN,24.7,0.0,2223.0
V002717,P009,Ferro 10mm 12m,53,BR,55.96,0.0,2965.88
V002717,P028,Impermeabilizante 18L,70,GL,119.39,0.0,8357.3
V002718,P011,Ferro 12mm 12m,11,BR,75.27,0.0,827.97
V002718,P017,Massa Corrida 25kg,10,BD,37.96,0.0,379.6
V002718,P030,Gesso 20kg,20,SC,17.7,0.0,354.0
V002719,P029,Argamassa AC-II 20kg,11,SC,26.05,0.0,286.55
V002719,P023,Tubo PVC 50mm 6m,20,BR,28.32,28.32,538.08
V002719,P009,Ferro 10mm 12m,7,BR,54.89,0.0,384.23
V002719,P002,Cimento CP-V 50kg,17,SC,38.11,32.39,615.48
V002719,P024,Joelho PVC 100mm,19,UN,7.04,0.0,133.76
V002720,P012,Telha Ceramica,41,UN,3.77,0.0,154.57
V002720,P022,Tubo PVC 100mm 6m,58,BR,41.37,119.97,2279.49
V002720,P016,Rejunte 5kg,71,PCT,13.1,0.0,930.1
V002721,P007,Tijolo Ceramico 6cm,9,UN,0.99,0.0,8.91
V002721,P015,Tinta Acrilica 18L,14,GL,99.54,0.0,1393.56
V002721,P014,Tinta Latex 18L,20,GL,87.62,0.0,1752.4
V002722,P010,Ferro 8mm 12m,8,BR,38.0,0.0,304.0
V002722,P029,Argamassa AC-II 20kg,4,SC,25.82,0.0,103.28
V002723,P017,Massa Corrida 25kg,14,BD,37.44,15.72,508.44
V002723,P021,Mangueira 1/2 50m,11,RL,65.21,21.52,695.79
V002723,P015,Tinta Acrilica 18L,16,GL,96.64,30.92,1515.32
V002723,P005,Brita 1 20kg,5,SC,14.79,0.0,73.95
V002724,P023,Tubo PVC 50mm 6m,18,BR,27.56,14.88,481.2
V002724,P012,Telha Ceramica,4,UN,3.73,0.0,14.92
V002724,P014,Tinta Latex 18L,16,GL,88.08,0.0,1409.28
V002725,P025,Fio Eletrico 2.5mm 100m,96,RL,240.34,0.0,23072.64
V002725,P012,Telha Ceramica,76,UN,3.81,0.0,289.56
V002725,P013,Telha Fibrocimento 2.44m,68,UN,24.7,0.0,1679.6
V002725,P005,Brita 1 20kg,74,SC,15.09,111.67,1004.99
V002726,P011,Ferro 12mm 12m,46,BR,74.57,343.02,3087.2
V002726,P006,Tijolo Ceramico 9cm,91,UN,1.2,3.28,105.92
V002726,P013,Telha Fibrocimento 2.44m,20,UN,24.91,39.86,458.34
V002726,P028,Impermeabilizante 18L,74,GL,119.31,0.0,8828.94
V002726,P015,Tinta Acrilica 18L,94,GL,99.77,0.0,9378.38
V002727,P014,Tinta Latex 18L,11,GL,88.05,0.0,968.55
V002727,P005,Brita 1 20kg,10,SC,15.11,0.0,151.1
V002727,P016,Rejunte 5kg,13,PCT,12.85,0.0,167.05
V002727,P006,Tijolo Ceramico 9cm,2,UN,1.2,0.0,2.4
V002728,P017,Massa Corrida 25kg,27,BD,38.44,83.03,954.85
V002728,P008,Bloco de Concreto,32,UN,3.84,0.0,122.88
V002728,P027,Tomada 2P+T,50,UN,14.15,0.0,707.5
V002728,P020,Broca de Concreto 10mm,78,UN,13.78,53.74,1021.1
V002728,P022,Tubo PVC 100mm 6m,49,BR,42.56,62.56,2022.88
V002728,P030,Gesso 20kg,81,SC,17.79,0.0,1440.99
V002728,P010,Ferro 8mm 12m,55,BR,37.97,0.0,2088.35
V002728,P002,Cimento CP-V 50kg,39,SC,38.27,44.78,1447.75
V002729,P010,Ferro 8mm 12m,94,BR,38.35,180.25,3424.65
V002729,P003,Areia Media 20kg,85,SC,11.91,80.99,931.36
V002729,P015,Tinta Acrilica 18L,95,GL,97.69,928.05,8352.5
V002729,P019,Rebolo Desbaste 4.5,77,UN,10.61,81.7,735.27
V002729,P022,Tubo PVC 100mm 6m,48,BR,41.71,60.06,1942.02
V002729,P021,Mangueira 1/2 50m,15,RL,66.09,0.0,991.35
V002729,P012,Telha Ceramica,78,UN,3.82,8.94,289.02
V002729,P009,Ferro 10mm 12m,78,BR,53.95,0.0,4208.1
V002730,P005,Brita 1 20kg,100,SC,15.16,0.0,1516.0
V002730,P022,Tubo PVC 100mm 6m,11,BR,42.71,0.0,469.81
V002730,P029,Argamassa AC-II 20kg,61,SC,25.73,0.0,1569.53
V002730,P010,Ferro 8mm 12m,18,BR,38.41,34.57,656.81
V002730,P012,Telha Ceramica,21,UN,3.84,4.03,76.61
V002730,P003,Areia Media 20kg,39,SC,11.99,0.0,467.61
V002731,P024,Joelho PVC 100mm,14,UN,7.03,0.0,98.42
V002731,P002,Cimento CP-V 50kg,12,SC,38.48,23.09,438.67
V002731,P029,Argamassa AC-II 20kg,10,SC,25.53,0.0,255.3
V002731,P022,Tubo PVC 100mm 6m,4,BR,41.83,0.0,167.32
V002732,P009,Ferro 10mm 12m,17,BR,55.7,0.0,946.9
V002732,P010,Ferro 8mm 12m,13,BR,37.37,0.0,485.81
V002732,P014,Tinta Latex 18L,18,GL,89.54,0.0,1611.72
V002732,P027,Tomada 2P+T,11,UN,14.18,0.0,155.98
V002733,P014,Tinta Latex 18L,11,GL,88.41,0.0,972.51
V002733,P008,Bloco de Concreto,2,UN,3.74,0.0,7.48
V002734,P018,Disco de Corte 4.5,32,UN,7.87,0.0,251.84
V002734,P011,Ferro 12mm 12m,75,BR,75.62,170.14,5501.36
V002734,P017,Massa Corrida 25kg,73,BD,38.21,278.93,2510.4
V002735,P001,Cimento CP-II 50kg,12,SC,34.99,0.0,419.88
V002735,P029,Argamassa AC-II 20kg,16,SC,25.53,0.0,408.48
V002736,P023,Tubo PVC 50mm 6m,18,BR,27.59,0.0,496.62
V002736,P024,Joelho PVC 100mm,16,UN,6.97,0.0,111.52
V002736,P006,Tijolo Ceramico 9cm,2,UN,1.21,0.0,2.42
V002737,P026,Disjuntor 20A,13,UN,27.44,0.0,356.72
V002737,P016,Rejunte 5kg,9,PCT,12.9,0.0,116.1
V002737,P025,Fio Eletrico 2.5mm 100m,13,RL,236.11,153.47,2915.96
V002737,P007,Tijolo Ceramico 6cm,16,UN,0.99,0.0,15.84
V002738,P004,Areia Fina 20kg,3,SC,10.8,0.0,32.4
V002738,P005,Brita 1 20kg,1,SC,15.05,0.0,15.05
V002738,P003,Areia Media 20kg,4,SC,12.19,0.0,48.76
V002739,P016,Rejunte 5kg,4,PCT,13.04,0.0,52.16
V002739,P030,Gesso 20kg,2,SC,17.79,0.0,35.58
V002739,P018,Disco de Corte 4.5,5,UN,8.15,0.0,40.75
V002740,P028,Impermeabilizante 18L,11,GL,118.02,0.0,1298.22
V002740,P004,Areia Fina 20kg,4,SC,10.83,0.87,42.45
V002740,P001,Cimento CP-II 50kg,12,SC,34.97,0.0,419.64
V002740,P014,Tinta Latex 18L,19,GL,87.73,0.0,1666.87
V002740,P008,Bloco de Concreto,13,UN,3.79,2.46,46.81
V002741,P026,Disjuntor 20A,3,UN,27.57,0.0,82.71
V002742,P020,Broca de Concreto 10mm,5,UN,14.21,0.0,71.05
V002742,P001,Cimento CP-II 50kg,7,SC,34.46,0.0,241.22
V002742,P024,Joelho PVC 100mm,3,UN,7.01,0.0,21.03
V002742,P030,Gesso 20kg,5,SC,18.33,0.0,91.65
V002742,P006,Tijolo Ceramico 9cm,14,UN,1.2,0.0,16.8
V002743,P024,Joelho PVC 100mm,19,UN,6.89,0.0,130.91
V002743,P001,Cimento CP-II 50kg,12,SC,34.84,0.0,418.08
V002743,P027,Tomada 2P+T,7,UN,14.22,0.0,99.54
V002743,P016,Rejunte 5kg,10,PCT,12.89,0.0,128.9
V002744,P016,Rejunte 5kg,49,PCT,13.03,0.0,638.47
V002744,P029,Argamassa AC-II 20kg,62,SC,26.16,0.0,1621.92
V002744,P014,Tinta Latex 18L,11,GL,87.26,28.8,931.06
V002744,P004,Areia Fina 20kg,62,SC,11.12,0.0,689.44
V002744,P012,Telha Ceramica,83,UN,3.8,0.0,315.4
V002744,P030,Gesso 20kg,56,SC,18.36,0.0,1028.16
V002744,P006,Tijolo Ceramico 9cm,85,UN,1.21,10.29,92.56
V002745,P030,Gesso 20kg,67,SC,17.98,0.0,1204.66
V002745,P004,Areia Fina 20kg,97,SC,11.19,0.0,1085.43
V002745,P006,Tijolo Ceramico 9cm,92,UN,1.19,0.0,109.48
V002745,P009,Ferro 10mm 12m,59,BR,54.99,162.22,3082.19
V002745,P010,Ferro 8mm 12m,16,BR,38.19,30.55,580.49
V002746,P002,Cimento CP-V 50kg,3,SC,37.32,0.0,111.96
V002747,P026,Disjuntor 20A,46,UN,28.38,0.0,1305.48
V002747,P025,Fio Eletrico 2.5mm 100m,63,RL,236.95,447.84,14480.01
V002747,P003,Areia Media 20kg,47,SC,12.02,0.0,564.94
V002747,P028,Impermeabilizante 18L,80,GL,118.3,283.92,9180.08
V002747,P006,Tijolo Ceramico 9cm,49,UN,1.2,4.7,54.1
V002747,P024,Joelho PVC 100mm,65,UN,7.0,13.65,441.35
V002747,P004,Areia Fina 20kg,41,SC,11.14,45.67,411.07
V002747,P002,Cimento CP-V 50kg,77,SC,37.27,0.0,2869.79
V002748,P030,Gesso 20kg,20,SC,17.73,7.09,347.51
V002748,P008,Bloco de Concreto,2,UN,3.82,0.0,7.64
V002748,P010,Ferro 8mm 12m,16,BR,38.36,0.0,613.76
V002749,P030,Gesso 20kg,4,SC,18.16,0.0,72.64
V002750,P023,Tubo PVC 50mm 6m,3,BR,27.89,0.0,83.67
V002750,P020,Broca de Concreto 10mm,3,UN,14.24,0.0,42.72
V002750,P027,Tomada 2P+T,1,UN,14.26,0.0,14.26
V002751,P013,Telha Fibrocimento 2.44m,2,UN,24.93,0.0,49.86
V002751,P021,Mangueira 1/2 50m,4,RL,65.8,0.0,263.2
V002751,P015,Tinta Acrilica 18L,1,GL,99.22,0.0,99.22
V002752,P006,Tijolo Ceramico 9cm,11,UN,1.22,0.27,13.15
V002752,P017,Massa Corrida 25kg,7,BD,38.03,7.99,258.22
V002752,P019,Rebolo Desbaste 4.5,5,UN,10.58,0.0,52.9
V002753,P016,Rejunte 5kg,28,PCT,12.89,0.0,360.92
V002753,P022,Tubo PVC 100mm 6m,22,BR,41.4,45.54,865.26
V002753,P021,Mangueira 1/2 50m,16,RL,66.03,0.0,1056.48
V002753,P030,Gesso 20kg,29,SC,18.27,26.49,503.34
V002753,P008,Bloco de Concreto,54,UN,3.84,0.0,207.36
V002753,P009,Ferro 10mm 12m,96,BR,56.02,430.23,4947.69
V002754,P025,Fio Eletrico 2.5mm 100m,19,RL,237.4,0.0,4510.6
V002754,P017,Massa Corrida 25kg,21,BD,38.49,24.25,784.04
V002754,P014,Tinta Latex 18L,41,GL,88.07,0.0,3610.87
V002754,P006,Tijolo Ceramico 9cm,19,UN,1.21,1.84,21.15
V002754,P015,Tinta Acrilica 18L,95,GL,98.26,466.74,8867.96
V002754,P018,Disco de Corte 4.5,50,UN,8.04,40.2,361.8
V002754,P021,Mangueira 1/2 50m,95,RL,63.99,303.95,5775.1
V002755,P024,Joelho PVC 100mm,21,UN,6.91,0.0,145.11
V002755,P027,Tomada 2P+T,87,UN,13.92,60.55,1150.49
V002755,P001,Cimento CP-II 50kg,90,SC,35.22,0.0,3169.8
V002755,P010,Ferro 8mm 12m,56,BR,37.88,169.7,1951.58
V002755,P018,Disco de Corte 4.5,62,UN,8.11,25.14,477.68
V002756,P030,Gesso 20kg,90,SC,17.86,48.22,1559.18
V002756,P003,Areia Media 20kg,24,SC,11.93,22.91,263.41
V002756,P011,Ferro 12mm 12m,75,BR,75.91,0.0,5693.25
V002756,P010,Ferro 8mm 12m,79,BR,38.69,0.0,3056.51
V002757,P013,Telha Fibrocimento 2.44m,6,UN,24.56,0.0,147.36
V002757,P012,Telha Ceramica,20,UN,3.79,2.27,73.53
V002758,P013,Telha Fibrocimento 2.44m,89,UN,25.46,0.0,2265.94
V002758,P003,Areia Media 20kg,64,SC,12.0,23.04,744.96
V002758,P028,Impermeabilizante 18L,62,GL,122.28,0.0,7581.36
V002758,P007,Tijolo Ceramico 6cm,34,UN,1.0,0.0,34.0
V002758,P009,Ferro 10mm 12m,35,BR,55.67,0.0,1948.45
V002758,P017,Massa Corrida 25kg,54,BD,37.55,101.38,1926.32
V002759,P023,Tubo PVC 50mm 6m,15,BR,28.2,0.0,423.0
V002759,P004,Areia Fina 20kg,39,SC,10.81,0.0,421.59
V002759,P029,Argamassa AC-II 20kg,69,SC,25.83,178.23,1604.04
V002759,P030,Gesso 20kg,32,SC,18.19,29.1,552.98
V002759,P015,Tinta Acrilica 18L,34,GL,96.94,0.0,3295.96
V002759,P025,Fio Eletrico 2.5mm 100m,23,RL,242.4,0.0,5575.2
V002760,P016,Rejunte 5kg,65,PCT,13.19,42.87,814.48
V002760,P029,Argamassa AC-II 20kg,60,SC,26.49,127.15,1462.25
V002760,P028,Impermeabilizante 18L,59,GL,119.48,0.0,7049.32
V002760,P009,Ferro 10mm 12m,41,BR,53.95,176.96,2034.99
V002760,P001,Cimento CP-II 50kg,48,SC,34.32,0.0,1647.36
V002761,P011,Ferro 12mm 12m,2,BR,74.37,0.0,148.74
V002762,P016,Rejunte 5kg,52,PCT,13.22,0.0,687.44
V002762,P030,Gesso 20kg,40,SC,17.95,0.0,718.0
V002762,P004,Areia Fina 20kg,16,SC,11.14,0.0,178.24
V002762,P011,Ferro 12mm 12m,47,BR,75.5,354.85,3193.65
V002762,P025,Fio Eletrico 2.5mm 100m,70,RL,239.6,1677.2,15094.8
V002763,P012,Telha Ceramica,8,UN,3.83,0.0,30.64
V002763,P023,Tubo PVC 50mm 6m,7,BR,27.45,0.0,192.15
V002763,P013,Telha Fibrocimento 2.44m,8,UN,24.58,0.0,196.64
V002764,P021,Mangueira 1/2 50m,10,RL,63.94,0.0,639.4
V002764,P026,Disjuntor 20A,18,UN,28.54,0.0,513.72
V002764,P019,Rebolo Desbaste 4.5,9,UN,10.35,2.79,90.36
V002765,P006,Tijolo Ceramico 9cm,10,UN,1.21,0.0,12.1
V002765,P012,Telha Ceramica,9,UN,3.73,0.0,33.57
V002766,P001,Cimento CP-II 50kg,5,SC,35.14,0.0,175.7
V002767,P019,Rebolo Desbaste 4.5,5,UN,10.44,0.0,52.2
V002768,P003,Areia Media 20kg,51,SC,11.91,30.37,577.04
V002768,P022,Tubo PVC 100mm 6m,77,BR,42.19,0.0,3248.63
V002768,P028,Impermeabilizante 18L,44,GL,117.92,518.85,4669.63
V002768,P001,Cimento CP-II 50kg,57,SC,35.28,100.55,1910.41
V002768,P026,Disjuntor 20A,27,UN,27.58,37.23,707.43
V002768,P004,Areia Fina 20kg,77,SC,11.0,67.76,779.24
V002768,P009,Ferro 10mm 12m,80,BR,55.9,134.16,4337.84
V002769,P014,Tinta Latex 18L,96,GL,89.67,0.0,8608.32
V002769,P010,Ferro 8mm 12m,20,BR,37.51,75.02,675.18
V002769,P023,Tubo PVC 50mm 6m,18,BR,27.72,14.97,483.99
V002769,P017,Massa Corrida 25kg,52,BD,38.59,160.53,1846.15
V002769,P022,Tubo PVC 100mm 6m,52,BR,42.09,109.43,2079.25
V002769,P021,Mangueira 1/2 50m,87,RL,66.07,0.0,5748.09
V002770,P013,Telha Fibrocimento 2.44m,34,UN,24.53,0.0,834.02
V002770,P028,Impermeabilizante 18L,40,GL,121.61,389.15,4475.25
V002770,P006,Tijolo Ceramico 9cm,93,UN,1.2,0.0,111.6
V002770,P020,Broca de Concreto 10mm,45,UN,14.17,0.0,637.65
V002770,P026,Disjuntor 20A,99,UN,27.82,137.71,2616.47
V002770,P017,Massa Corrida 25kg,89,BD,37.61,0.0,3347.29
V002770,P004,Areia Fina 20kg,100,SC,10.81,54.05,1026.95
V002771,P011,Ferro 12mm 12m,37,BR,74.07,274.06,2466.53
V002771,P010,Ferro 8mm 12m,90,BR,38.57,0.0,3471.3
V002771,P017,Massa Corrida 25kg,80,BD,37.88,0.0,3030.4
V002772,P012,Telha Ceramica,4,UN,3.74,0.0,14.96
V002773,P021,Mangueira 1/2 50m,12,RL,65.82,0.0,789.84
V002773,P018,Disco de Corte 4.5,15,UN,7.91,3.56,115.09
V002773,P002,Cimento CP-V 50kg,16,SC,38.35,0.0,613.6
V002773,P026,Disjuntor 20A,17,UN,28.42,0.0,483.14
V002773,P017,Massa Corrida 25kg,19,BD,38.51,21.95,709.74
V002774,P014,Tinta Latex 18L,1,GL,87.89,0.0,87.89
V002774,P015,Tinta Acrilica 18L,4,GL,97.77,0.0,391.08
V002774,P028,Impermeabilizante 18L,3,GL,119.26,0.0,357.78
V002775,P008,Bloco de Concreto,89,UN,3.84,0.0,341.76
V002775,P012,Telha Ceramica,68,UN,3.82,12.99,246.77
V002775,P013,Telha Fibrocimento 2.44m,37,UN,24.55,45.42,862.93
V002776,P026,Disjuntor 20A,3,UN,27.87,0.0,83.61
V002776,P007,Tijolo Ceramico 6cm,2,UN,0.99,0.0,1.98
V002776,P016,Rejunte 5kg,5,PCT,13.22,0.0,66.1
V002777,P015,Tinta Acrilica 18L,2,GL,98.58,0.0,197.16
V002777,P029,Argamassa AC-II 20kg,19,SC,26.45,0.0,502.55
V002777,P011,Ferro 12mm 12m,12,BR,76.2,18.29,896.11
V002777,P007,Tijolo Ceramico 6cm,8,UN,1.0,0.16,7.84
V002777,P026,Disjuntor 20A,3,UN,28.23,4.23,80.46
V002778,P004,Areia Fina 20kg,7,SC,10.78,0.0,75.46
V002778,P012,Telha Ceramica,12,UN,3.83,0.92,45.04
V002778,P015,Tinta Acrilica 18L,12,GL,96.51,0.0,1158.12
V002778,P016,Rejunte 5kg,8,PCT,13.1,0.0,104.8
V002779,P019,Rebolo Desbaste 4.5,22,UN,10.55,0.0,232.1
V002779,P017,Massa Corrida 25kg,91,BD,37.7,0.0,3430.7
V002779,P001,Cimento CP-II 50kg,49,SC,35.45,52.11,1684.94
V002779,P020,Broca de Concreto 10mm,89,UN,14.15,100.75,1158.6
V002780,P022,Tubo PVC 100mm 6m,14,BR,42.74,0.0,598.36
V002780,P009,Ferro 10mm 12m,5,BR,54.02,0.0,270.1
V002780,P002,Cimento CP-V 50kg,8,SC,37.59,0.0,300.72
V002780,P026,Disjuntor 20A,5,UN,27.89,0.0,139.45
V002781,P006,Tijolo Ceramico 9cm,51,UN,1.2,0.0,61.2
V002781,P017,Massa Corrida 25kg,20,BD,38.69,0.0,773.8
V002781,P004,Areia Fina 20kg,31,SC,11.12,0.0,344.72
V002781,P027,Tomada 2P+T,22,UN,14.13,0.0,310.86
V002781,P008,Bloco de Concreto,50,UN,3.73,0.0,186.5
V002781,P030,Gesso 20kg,80,SC,18.07,0.0,1445.6
V002781,P022,Tubo PVC 100mm 6m,55,BR,41.49,0.0,2281.95
V002782,P015,Tinta Acrilica 18L,3,GL,96.79,8.71,281.66
V002782,P021,Mangueira 1/2 50m,16,RL,66.13,52.9,1005.18
V002783,P027,Tomada 2P+T,94,UN,14.27,40.24,1301.14
V002783,P001,Cimento CP-II 50kg,31,SC,34.68,0.0,1075.08
V002783,P013,Telha Fibrocimento 2.44m,78,UN,25.18,0.0,1964.04
V002783,P015,Tinta Acrilica 18L,33,GL,97.77,322.64,2903.77
V002784,P025,Fio Eletrico 2.5mm 100m,97,RL,235.88,0.0,22880.36
V002784,P009,Ferro 10mm 12m,46,BR,54.63,75.39,2437.59
V002784,P016,Rejunte 5kg,77,PCT,12.85,0.0,989.45
V002784,P006,Tijolo Ceramico 9cm,51,UN,1.19,6.07,54.62
V002784,P010,Ferro 8mm 12m,34,BR,37.35,0.0,1269.9
V002784,P014,Tinta Latex 18L,14,GL,90.37,37.96,1227.22
V002784,P024,Joelho PVC 100mm,98,UN,6.91,0.0,677.18
V002785,P008,Bloco de Concreto,99,UN,3.76,0.0,372.24
V002785,P016,Rejunte 5kg,91,PCT,13.2,0.0,1201.2
V002785,P009,Ferro 10mm 12m,68,BR,54.28,0.0,3691.04
V002785,P020,Broca de Concreto 10mm,24,UN,13.84,16.61,315.55
V002785,P028,Impermeabilizante 18L,99,GL,118.83,0.0,11764.17
V002786,P016,Rejunte 5kg,83,PCT,13.17,0.0,1093.11
V002786,P030,Gesso 20kg,100,SC,18.06,0.0,1806.0
V002786,P023,Tubo PVC 50mm 6m,45,BR,28.0,0.0,1260.0
V002786,P008,Bloco de Concreto,99,UN,3.73,18.46,350.81
V002786,P021,Mangueira 1/2 50m,93,RL,66.18,615.47,5539.27
V002787,P018,Disco de Corte 4.5,96,UN,7.91,0.0,759.36
V002787,P024,Joelho PVC 100mm,93,UN,6.87,63.89,575.02
V002787,P028,Impermeabilizante 18L,42,GL,118.93,0.0,4995.06
V002787,P022,Tubo PVC 100mm 6m,36,BR,42.44,152.78,1375.06
V002788,P017,Massa Corrida 25kg,11,BD,38.28,0.0,421.08
V002788,P004,Areia Fina 20kg,15,SC,10.95,0.0,164.25
V002789,P016,Rejunte 5kg,14,PCT,12.84,0.0,179.76
V002789,P029,Argamassa AC-II 20kg,8,SC,26.15,0.0,209.2
V002789,P023,Tubo PVC 50mm 6m,11,BR,28.33,0.0,311.63
V002790,P012,Telha Ceramica,47,UN,3.73,17.53,157.78
V002790,P020,Broca de Concreto 10mm,92,UN,14.27,131.28,1181.56
V002790,P015,Tinta Acrilica 18L,58,GL,99.76,0.0,5786.08
V002790,P028,Impermeabilizante 18L,53,GL,119.57,0.0,6337.21
V002790,P026,Disjuntor 20A,12,UN,28.48,0.0,341.76
V002790,P019,Rebolo Desbaste 4.5,30,UN,10.69,0.0,320.7
V002791,P002,Cimento CP-V 50kg,11,SC,37.27,0.0,409.97
V002791,P020,Broca de Concreto 10mm,15,UN,14.02,0.0,210.3
V002791,P001,Cimento CP-II 50kg,3,SC,35.54,0.0,106.62
V002791,P021,Mangueira 1/2 50m,18,RL,64.54,0.0,1161.72
V002792,P003,Areia Media 20kg,81,SC,12.03,77.95,896.48
V002792,P005,Brita 1 20kg,53,SC,15.28,0.0,809.84
V002792,P028,Impermeabilizante 18L,64,GL,117.64,0.0,7528.96
V002792,P020,Broca de Concreto 10mm,24,UN,13.79,9.93,321.03
V002792,P019,Rebolo Desbaste 4.5,82,UN,10.38,0.0,851.16
V002792,P030,Gesso 20kg,26,SC,17.71,0.0,460.46
V002792,P018,Disco de Corte 4.5,88,UN,7.93,0.0,697.84
V002793,P030,Gesso 20kg,56,SC,17.75,0.0,994.0
V002793,P022,Tubo PVC 100mm 6m,23,BR,42.84,0.0,985.32
V002793,P013,Telha Fibrocimento 2.44m,30,UN,24.79,22.31,721.39
V002793,P025,Fio Eletrico 2.5mm 100m,64,RL,238.33,0.0,15253.12
V002793,P009,Ferro 10mm 12m,47,BR,56.09,0.0,2636.23
V002793,P021,Mangueira 1/2 50m,94,RL,65.1,611.94,5507.46
V002793,P024,Joelho PVC 100mm,27,UN,7.0,0.0,189.0
V002793,P008,Bloco de Concreto,75,UN,3.77,28.28,254.47
V002794,P008,Bloco de Concreto,13,UN,3.78,0.0,49.14
V002794,P023,Tubo PVC 50mm 6m,20,BR,27.47,0.0,549.4
V002794,P025,Fio Eletrico 2.5mm 100m,14,RL,242.76,0.0,3398.64
V002795,P024,Joelho PVC 100mm,4,UN,6.9,0.0,27.6
V002796,P028,Impermeabilizante 18L,92,GL,118.42,0.0,10894.64
V002796,P029,Argamassa AC-II 20kg,79,SC,26.14,0.0,2065.06
V002796,P009,Ferro 10mm 12m,88,BR,55.72,0.0,4903.36
V002797,P030,Gesso 20kg,76,SC,17.95,136.42,1227.78
V002797,P015,Tinta Acrilica 18L,43,GL,97.17,0.0,4178.31
V002797,P003,Areia Media 20kg,91,SC,12.01,0.0,1092.91
V002797,P018,Disco de Corte 4.5,96,UN,8.04,0.0,771.84
V002797,P029,Argamassa AC-II 20kg,85,SC,25.83,0.0,2195.55
V002797,P001,Cimento CP-II 50kg,76,SC,35.31,0.0,2683.56
V002797,P006,Tijolo Ceramico 9cm,11,UN,1.21,0.0,13.31
V002797,P011,Ferro 12mm 12m,78,BR,74.09,0.0,5779.02
V002798,P019,Rebolo Desbaste 4.5,3,UN,10.44,0.0,31.32
V002798,P023,Tubo PVC 50mm 6m,4,BR,28.08,0.0,112.32
V002799,P022,Tubo PVC 100mm 6m,4,BR,41.34,0.0,165.36
V002799,P024,Joelho PVC 100mm,12,UN,7.01,0.0,84.12
V002799,P006,Tijolo Ceramico 9cm,5,UN,1.21,0.18,5.87
V002799,P009,Ferro 10mm 12m,11,BR,54.92,0.0,604.12
V002799,P014,Tinta Latex 18L,18,GL,89.26,0.0,1606.68
V002800,P008,Bloco de Concreto,7,UN,3.86,0.0,27.02
V002800,P013,Telha Fibrocimento 2.44m,13,UN,25.29,6.58,322.19
V002801,P017,Massa Corrida 25kg,76,BD,37.63,0.0,2859.88
V002801,P014,Tinta Latex 18L,28,GL,88.5,0.0,2478.0
V002801,P018,Disco de Corte 4.5,54,UN,8.14,21.98,417.58
V002801,P015,Tinta Acrilica 18L,67,GL,96.75,0.0,6482.25
V002801,P006,Tijolo Ceramico 9cm,84,UN,1.21,0.0,101.64
