id,data,cliente,vendedor,total,desconto,status,canal
V002496,2024-08-01 18:38:00,CLI0007,VEN04,1409.8,9.04,concluida,balcao
V002497,2024-08-01 08:07:00,CLI0052,VEN03,1373.2,0.0,concluida,balcao
V002498,2024-08-01 12:30:00,CLI0067,VEN03,8127.18,141.37,concluida,telefone
V002499,2024-08-01 07:48:00,CLI0071,VEN01,11786.77,291.39,concluida,balcao
V002500,2024-08-01 15:55:00,CLI0140,VEN04,1965.84,68.52,concluida,telefone
V002501,2024-08-01 08:06:00,CLI0141,VEN03,74.07,0.0,concluida,balcao
V002502,2024-08-02 07:50:00,CLI0040,VEN02,1668.83,0.0,concluida,telefone
V002503,2024-08-02 08:44:00,CLI0041,VEN02,192.95,0.8,concluida,balcao
V002504,2024-08-02 11:05:00,CLI0058,VEN03,905.17,0.0,concluida,balcao
V002505,2024-08-02 12:56:00,CLI0077,VEN02,27.59,0.0,concluida,telefone
V002506,2024-08-02 17:45:00,CLI0081,VEN01,13283.92,62.22,concluida,balcao
V002507,2024-08-02 14:19:00,CLI0089,VEN03,191.24,0.0,concluida,telefone
V002508,2024-08-02 10:04:00,CLI0091,VEN02,11.25,0.0,concluida,telefone
V002509,2024-08-02 08:18:00,CLI0092,VEN04,17107.31,923.17,concluida,balcao
V002510,2024-08-02 10:33:00,CLI0098,VEN04,2209.94,48.1,concluida,balcao
V002511,2024-08-02 14:27:00,CLI0102,VEN01,1217.87,62.09,concluida,balcao
V002512,2024-08-02 18:55:00,CLI0108,VEN01,2031.72,44.84,concluida,balcao
V002513,2024-08-02 17:25:00,CLI0117,VEN01,28660.64,125.74,concluida,balcao
V002514,2024-08-02 13:31:00,CLI0130,VEN01,6545.61,0.0,concluida,balcao
V002515,2024-08-03 11:33:00,CLI0023,VEN03,15714.77,800.57,concluida,balcao
V002516,2024-08-03 09:02:00,CLI0028,VEN02,2551.03,0.0,concluida,balcao
V002517,2024-08-03 10:23:00,CLI0042,VEN04,831.0,1.8,concluida,balcao
V002518,2024-08-03 13:02:00,CLI0071,VEN02,5443.44,177.42,concluida,telefone
V002519,2024-08-04 09:59:00,CLI0120,VEN01,950.96,0.0,concluida,balcao
V002520,2024-08-05 07:50:00,CLI0020,VEN04,8001.47,284.39,concluida,balcao
V002521,2024-08-05 11:00:00,CLI0132,VEN03,153.6,0.0,concluida,balcao
V002522,2024-08-06 16:22:00,CLI0015,VEN04,888.87,0.0,concluida,telefone
V002523,2024-08-06 14:55:00,CLI0092,VEN02,8645.39,378.39,concluida,balcao
V002524,2024-08-06 14:47:00,CLI0112,VEN04,2154.25,0.0,concluida,balcao
V002525,2024-08-06 11:39:00,CLI0117,VEN01,10336.81,85.41,concluida,telefone
V002526,2024-08-06 13:14:00,CLI0120,VEN02,1051.6,0.0,concluida,balcao
V002527,2024-08-06 09:05:00,CLI0140,VEN02,582.14,0.0,concluida,telefone
V002528,2024-08-06 17:31:00,CLI0147,VEN03,4413.42,0.0,concluida,balcao
V002529,2024-08-07 09:27:00,CLI0016,VEN03,4849.51,7.35,concluida,balcao
V002530,2024-08-07 12:00:00,CLI0050,VEN04,186.6,0.0,concluida,balcao
V002531,2024-08-07 12:33:00,CLI0080,VEN03,775.33,0.0,concluida,balcao
V002532,2024-08-07 16:07:00,CLI0084,VEN03,15436.66,0.0,concluida,balcao
V002533,2024-08-07 08:49:00,CLI0095,VEN01,372.3,0.0,concluida,balcao
V002534,2024-08-08 13:26:00,CLI0001,VEN02,3.8,0.0,concluida,balcao
V002535,2024-08-08 16:06:00,CLI0023,VEN01,9549.65,214.94,concluida,balcao
V002536,2024-08-08 14:27:00,CLI0040,VEN02,3818.14,0.0,concluida,telefone
V002537,2024-08-08 18:01:00,CLI0078,VEN01,153.48,0.0,concluida,balcao
V002538,2024-08-08 09:06:00,CLI0081,VEN04,10501.4,633.17,concluida,telefone
V002539,2024-08-08 09:44:00,CLI0121,VEN02,329.95,0.0,concluida,balcao
V002540,2024-08-08 09:06:00,CLI0124,VEN01,25.5,0.0,concluida,balcao
V002541,2024-08-08 09:13:00,CLI0142,VEN02,730.1,0.0,concluida,balcao
V002542,2024-08-08 18:30:00,CLI0147,VEN04,14351.38,48.71,concluida,balcao
V002543,2024-08-08 07:41:00,CLI0149,VEN01,7664.09,37.28,concluida,balcao
V002544,2024-08-09 10:15:00,CLI0012,VEN02,351.03,0.0,concluida,telefone
V002545,2024-08-09 09:47:00,CLI0016,VEN01,8812.83,49.56,concluida,telefone
V002546,2024-08-09 15:37:00,CLI0028,VEN02,1283.81,0.0,concluida,balcao
V002547,2024-08-09 17:20:00,CLI0033,VEN04,1231.53,0.0,concluida,balcao
V002548,2024-08-09 11:28:00,CLI0042,VEN04,1886.32,4.49,concluida,balcao
V002549,2024-08-09 11:23:00,CLI0071,VEN03,7305.0,136.95,concluida,balcao
V002550,2024-08-09 09:00:00,CLI0143,VEN04,85.53,0.0,concluida,balcao
V002551,2024-08-10 12:08:00,CLI0016,VEN01,10713.59,903.07,concluida,balcao
V002552,2024-08-10 10:39:00,CLI0034,VEN04,2364.28,0.0,concluida,balcao
V002553,2024-08-10 11:49:00,CLI0071,VEN01,14918.01,267.8,concluida,balcao
V002554,2024-08-10 17:29:00,CLI0081,VEN02,2864.41,9.79,concluida,balcao
V002555,2024-08-10 08:34:00,CLI0147,VEN04,11336.62,345.82,concluida,telefone
V002556,2024-08-10 12:26:00,CLI0149,VEN03,7699.31,320.74,concluida,balcao
V002557,2024-08-11 07:18:00,CLI0023,VEN03,9968.28,31.72,concluida,balcao
V002558,2024-08-11 16:07:00,CLI0115,VEN03,10717.69,100.85,concluida,telefone
V002559,2024-08-12 17:08:00,CLI0023,VEN04,21876.36,909.66,concluida,balcao
V002560,2024-08-12 15:09:00,CLI0052,VEN04,448.57,0.0,concluida,balcao
V002561,2024-08-12 11:29:00,CLI0084,VEN01,1090.9,0.0,concluida,balcao
V002562,2024-08-12 09:13:00,CLI0093,VEN03,895.22,0.0,concluida,telefone
V002563,2024-08-12 17:26:00,CLI0103,VEN04,10508.11,0.0,concluida,balcao
V002564,2024-08-12 08:04:00,CLI0142,VEN02,1937.54,31.65,concluida,balcao
V002565,2024-08-13 12:35:00,CLI0016,VEN02,4769.96,16.74,concluida,balcao
V002566,2024-08-13 18:18:00,CLI0030,VEN01,106.67,0.0,concluida,telefone
V002567,2024-08-13 17:37:00,CLI0064,VEN01,1976.09,0.0,concluida,balcao
V002568,2024-08-13 11:27:00,CLI0080,VEN04,5537.57,10.15,concluida,telefone
V002569,2024-08-13 17:26:00,CLI0092,VEN04,3948.72,103.38,concluida,balcao
V002570,2024-08-13 18:41:00,CLI0096,VEN04,10342.07,180.6,concluida,balcao
V002571,2024-08-13 18:59:00,CLI0103,VEN03,5536.92,68.8,concluida,telefone
V002572,2024-08-13 18:30:00,CLI0110,VEN02,717.6,2.44,concluida,balcao
V002573,2024-08-13 12:11:00,CLI0115,VEN02,9463.29,174.5,concluida,telefone
V002574,2024-08-14 12:02:00,CLI0020,VEN01,23133.54,170.5,concluida,balcao
V002575,2024-08-14 18:33:00,CLI0034,VEN02,1320.97,0.0,concluida,telefone
V002576,2024-08-14 07:07:00,CLI0065,VEN03,301.49,0.0,concluida,balcao
V002577,2024-08-14 17:47:00,CLI0081,VEN02,5108.52,49.57,concluida,balcao
V002578,2024-08-14 18:30:00,CLI0092,VEN01,3671.07,56.28,concluida,balcao
V002579,2024-08-14 13:06:00,CLI0096,VEN04,3732.95,50.72,concluida,telefone
V002580,2024-08-14 09:53:00,CLI0103,VEN03,12916.21,778.52,concluida,balcao
V002581,2024-08-14 10:59:00,CLI0105,VEN02,464.52,5.25,concluida,balcao
V002582,2024-08-14 16:44:00,CLI0129,VEN01,21563.34,311.74,concluida,balcao
V002583,2024-08-14 13:10:00,CLI0142,VEN03,59.27,0.0,concluida,balcao
V002584,2024-08-15 09:07:00,CLI0006,VEN02,11341.06,486.72,concluida,telefone
V002585,2024-08-15 11:03:00,CLI0084,VEN03,2341.81,72.42,concluida,telefone
V002586,2024-08-15 12:33:00,CLI0140,VEN02,2578.45,6.41,concluida,balcao
V002587,2024-08-15 17:25:00,CLI0149,VEN03,11435.64,147.49,concluida,telefone
V002588,2024-08-16 18:53:00,CLI0008,VEN03,194.51,0.0,concluida,balcao
V002589,2024-08-16 08:04:00,CLI0016,VEN01,3394.63,154.09,concluida,telefone
V002590,2024-08-16 07:57:00,CLI0067,VEN01,10707.26,425.08,concluida,balcao
V002591,2024-08-16 14:36:00,CLI0069,VEN04,591.34,0.0,concluida,balcao
V002592,2024-08-16 10:59:00,CLI0071,VEN04,13895.48,133.54,concluida,telefone
V002593,2024-08-16 10:41:00,CLI0112,VEN03,1166.26,4.57,concluida,telefone
V002594,2024-08-16 12:41:00,CLI0117,VEN03,7635.17,525.29,concluida,balcao
V002595,2024-08-17 11:37:00,CLI0006,VEN01,4300.6,276.41,concluida,balcao
V002596,2024-08-17 13:55:00,CLI0052,VEN01,2287.29,65.03,concluida,balcao
V002597,2024-08-17 10:19:00,CLI0092,VEN01,8404.28,600.74,concluida,balcao
V002598,2024-08-17 16:22:00,CLI0117,VEN01,1187.38,24.65,concluida,balcao
V002599,2024-08-18 09:49:00,CLI0145,VEN01,99.16,0.0,concluida,balcao
V002600,2024-08-19 16:57:00,CLI0028,VEN04,3627.79,0.0,concluida,balcao
V002601,2024-08-19 12:21:00,CLI0084,VEN01,24760.64,9.15,concluida,balcao
V002602,2024-08-19 09:42:00,CLI0130,VEN02,9483.06,244.89,concluida,balcao
V002603,2024-08-20 17:58:00,CLI0026,VEN02,108.1,0.0,concluida,balcao
V002604,2024-08-20 10:40:00,CLI0058,VEN02,2067.78,0.0,concluida,balcao
V002605,2024-08-20 07:00:00,CLI0071,VEN04,6722.78,74.19,concluida,telefone
V002606,2024-08-20 11:59:00,CLI0093,VEN03,1202.78,21.22,concluida,balcao
V002607,2024-08-20 14:02:00,CLI0100,VEN04,594.69,7.98,concluida,telefone
V002608,2024-08-20 08:14:00,CLI0111,VEN03,422.21,0.0,concluida,balcao
V002609,2024-08-21 10:08:00,CLI0006,VEN04,4136.95,0.0,concluida,balcao
V002610,2024-08-21 10:22:00,CLI0033,VEN04,961.05,0.0,concluida,balcao
V002611,2024-08-21 16:41:00,CLI0034,VEN01,187.8,0.0,concluida,telefone
V002612,2024-08-21 10:39:00,CLI0067,VEN02,11618.59,92.64,concluida,balcao
V002613,2024-08-21 13:24:00,CLI0085,VEN04,473.76,0.0,concluida,balcao
V002614,2024-08-21 08:13:00,CLI0120,VEN03,2383.15,88.62,concluida,balcao
V002615,2024-08-21 18:30:00,CLI0125,VEN04,90.32,0.0,concluida,balcao
V002616,2024-08-21 11:50:00,CLI0140,VEN01,1616.05,0.0,concluida,balcao
V002617,2024-08-21 17:34:00,CLI0147,VEN03,10637.0,68.5,concluida,balcao
V002618,2024-08-22 10:39:00,CLI0064,VEN02,404.33,0.0,concluida,balcao
V002619,2024-08-22 11:49:00,CLI0071,VEN04,8198.78,224.37,concluida,balcao
V002620,2024-08-22 09:42:00,CLI0085,VEN04,1488.18,0.0,concluida,balcao
V002621,2024-08-22 10:53:00,CLI0113,VEN03,1447.1,0.0,concluida,balcao
V002622,2024-08-22 12:47:00,CLI0129,VEN03,4141.69,44.39,concluida,balcao
V002623,2024-08-23 07:51:00,CLI0014,VEN04,466.29,0.0,concluida,balcao
V002624,2024-08-23 17:40:00,CLI0033,VEN04,948.34,9.13,concluida,balcao
V002625,2024-08-23 12:00:00,CLI0034,VEN01,969.8,18.36,concluida,telefone
V002626,2024-08-23 10:14:00,CLI0051,VEN04,804.72,0.0,concluida,telefone
V002627,2024-08-23 14:08:00,CLI0085,VEN01,1083.39,15.69,concluida,telefone
V002628,2024-08-23 10:10:00,CLI0090,VEN02,1171.6,0.0,concluida,balcao
V002629,2024-08-23 13:48:00,CLI0103,VEN01,11862.62,1042.17,concluida,balcao
V002630,2024-08-23 08:16:00,CLI0111,VEN04,807.86,29.92,concluida,telefone
V002631,2024-08-23 07:01:00,CLI0115,VEN02,13836.16,96.59,concluida,telefone
V002632,2024-08-23 07:27:00,CLI0137,VEN02,151.64,0.0,concluida,telefone
V002633,2024-08-24 07:08:00,CLI0032,VEN02,550.86,0.0,concluida,balcao
V002634,2024-08-24 07:34:00,CLI0143,VEN04,147.31,0.0,concluida,telefone
V002635,2024-08-25 09:32:00,CLI0004,VEN03,77.42,0.0,concluida,balcao
V002636,2024-08-25 13:10:00,CLI0020,VEN04,24886.69,984.29,concluida,telefone
V002637,2024-08-26 10:18:00,CLI0018,VEN03,1109.59,0.0,concluida,balcao
V002638,2024-08-26 11:36:00,CLI0041,VEN04,451.4,2.19,concluida,balcao
V002639,2024-08-26 17:12:00,CLI0057,VEN02,1857.29,10.48,concluida,telefone
V002640,2024-08-26 09:14:00,CLI0064,VEN03,319.9,0.0,concluida,balcao
V002641,2024-08-26 13:49:00,CLI0092,VEN01,12131.24,195.46,concluida,balcao
V002642,2024-08-26 16:27:00,CLI0103,VEN04,3745.84,306.4,concluida,balcao
V002643,2024-08-26 18:26:00,CLI0115,VEN01,4053.95,88.09,concluida,balcao
V002644,2024-08-26 10:45:00,CLI0135,VEN03,223.86,0.0,concluida,telefone
V002645,2024-08-26 17:20:00,CLI0147,VEN02,14051.24,445.61,concluida,telefone
V002646,2024-08-27 07:09:00,CLI0020,VEN02,8494.58,104.05,concluida,telefone
V002647,2024-08-27 13:31:00,CLI0023,VEN02,8679.99,36.57,concluida,balcao
V002648,2024-08-27 07:58:00,CLI0043,VEN03,3026.03,0.0,concluida,balcao
V002649,2024-08-27 18:56:00,CLI0110,VEN03,362.46,0.0,concluida,balcao
V002650,2024-08-27 16:46:00,CLI0112,VEN04,4085.41,7.76,concluida,balcao
V002651,2024-08-27 12:26:00,CLI0118,VEN01,18.78,0.0,concluida,balcao
V002652,2024-08-28 10:22:00,CLI0049,VEN04,1264.92,0.0,concluida,balcao
V002653,2024-08-28 18:02:00,CLI0085,VEN01,1437.19,16.43,concluida,balcao
V002654,2024-08-28 11:21:00,CLI0103,VEN02,18287.03,308.08,concluida,balcao
V002655,2024-08-28 13:48:00,CLI0106,VEN01,1203.9,0.0,concluida,balcao
V002656,2024-08-28 09:54:00,CLI0130,VEN02,9267.47,218.12,concluida,balcao
V002657,2024-08-29 16:01:00,CLI0023,VEN03,8991.57,178.92,concluida,balcao
V002658,2024-08-29 08:28:00,CLI0028,VEN02,335.81,0.0,concluida,balcao
V002659,2024-08-29 17:23:00,CLI0071,VEN03,5759.84,0.0,concluida,balcao
V002660,2024-08-29 10:36:00,CLI0080,VEN04,721.49,3.2,concluida,balcao
V002661,2024-08-29 15:10:00,CLI0084,VEN01,10573.75,316.0,concluida,telefone
V002662,2024-08-29 15:57:00,CLI0096,VEN01,5095.04,14.97,concluida,telefone
V002663,2024-08-29 07:24:00,CLI0112,VEN01,1082.04,0.0,concluida,balcao
V002664,2024-08-29 16:53:00,CLI0115,VEN04,22035.54,300.14,concluida,balcao
V002665,2024-08-29 11:40:00,CLI0124,VEN02,328.05,0.0,concluida,balcao
V002666,2024-08-29 13:42:00,CLI0137,VEN03,8.59,0.0,concluida,telefone
V002667,2024-08-30 08:25:00,CLI0018,VEN02,7.54,0.0,concluida,balcao
V002668,2024-08-30 15:37:00,CLI0025,VEN01,179.78,0.0,concluida,balcao
V002669,2024-08-30 14:12:00,CLI0085,VEN04,370.43,0.0,concluida,balcao
V002670,2024-08-30 12:55:00,CLI0092,VEN02,9891.78,87.74,concluida,balcao
V002671,2024-08-30 18:05:00,CLI0109,VEN01,398.79,0.0,concluida,telefone
V002672,2024-08-30 07:54:00,CLI0134,VEN03,700.58,0.0,concluida,balcao
V002673,2024-08-31 13:58:00,CLI0006,VEN03,6044.26,142.49,concluida,balcao
V002674,2024-08-31 14:01:00,CLI0067,VEN02,5501.34,6.93,concluida,telefone
V002675,2024-08-31 17:33:00,CLI0103,VEN03,23839.45,688.69,concluida,telefone
V002676,2024-08-31 08:53:00,CLI0112,VEN02,1502.55,9.92,concluida,telefone
V002677,2024-08-31 15:16:00,CLI0115,VEN04,13615.94,413.09,concluida,balcao
V002678,2024-09-01 07:35:00,CLI0009,VEN02,1659.77,3.24,concluida,balcao
V002679,2024-09-01 13:50:00,CLI0109,VEN02,7108.53,0.0,concluida,balcao
V002680,2024-09-02 14:23:00,CLI0009,VEN03,109.37,0.0,concluida,balcao
V002681,2024-09-02 17:23:00,CLI0130,VEN03,9780.18,429.05,concluida,telefone
V002682,2024-09-03 08:53:00,CLI0038,VEN04,370.8,0.0,concluida,balcao
V002683,2024-09-03 17:46:00,CLI0085,VEN03,1785.66,0.0,concluida,balcao
V002684,2024-09-03 15:58:00,CLI0128,VEN04,50.65,0.0,concluida,telefone
V002685,2024-09-03 09:29:00,CLI0134,VEN04,1400.91,42.09,concluida,balcao
V002686,2024-09-04 09:14:00,CLI0009,VEN03,1115.02,0.0,concluida,balcao
V002687,2024-09-04 18:04:00,CLI0049,VEN01,3046.68,0.22,concluida,balcao
V002688,2024-09-04 09:26:00,CLI0084,VEN04,5500.58,0.0,concluida,telefone
V002689,2024-09-04 11:16:00,CLI0093,VEN02,4800.61,0.0,concluida,balcao
V002690,2024-09-04 13:30:00,CLI0096,VEN02,9122.66,347.06,concluida,balcao
V002691,2024-09-04 10:29:00,CLI0111,VEN02,384.7,0.0,concluida,balcao
V002692,2024-09-04 11:32:00,CLI0147,VEN04,6225.53,135.38,concluida,balcao
V002693,2024-09-05 11:16:00,CLI0003,VEN04,3662.91,0.0,concluida,balcao
V002694,2024-09-05 18:10:00,CLI0021,VEN04,16.3,0.0,concluida,balcao
V002695,2024-09-05 09:26:00,CLI0023,VEN02,8881.89,667.96,concluida,balcao
V002696,2024-09-06 13:11:00,CLI0009,VEN02,3152.37,87.27,concluida,telefone
V002697,2024-09-06 16:42:00,CLI0018,VEN02,1311.75,0.0,concluida,balcao
V002698,2024-09-06 14:14:00,CLI0023,VEN04,9222.49,7.71,concluida,balcao
V002699,2024-09-06 12:31:00,CLI0067,VEN02,6436.04,55.81,concluida,balcao
V002700,2024-09-06 07:10:00,CLI0075,VEN01,565.73,0.0,concluida,balcao
V002701,2024-09-06 15:41:00,CLI0100,VEN04,5032.3,0.0,concluida,balcao
V002702,2024-09-06 13:51:00,CLI0102,VEN04,138.79,1.31,concluida,balcao
V002703,2024-09-06 17:51:00,CLI0129,VEN02,9420.97,220.86,concluida,balcao
V002704,2024-09-07 14:32:00,CLI0049,VEN04,1279.53,0.0,concluida,balcao
V002705,2024-09-07 11:52:00,CLI0067,VEN04,10513.57,409.86,concluida,balcao
V002706,2024-09-07 13:35:00,CLI0071,VEN01,17577.62,564.42,concluida,balcao
V002707,2024-09-07 11:24:00,CLI0115,VEN03,17862.39,773.52,concluida,balcao
V002708,2024-09-07 10:16:00,CLI0129,VEN02,9704.83,362.91,concluida,balcao
V002709,2024-09-08 18:00:00,CLI0026,VEN03,1032.6,0.0,concluida,balcao
V002710,2024-09-09 14:12:00,CLI0023,VEN04,2907.29,0.0,concluida,telefone
V002711,2024-09-09 08:05:00,CLI0028,VEN03,328.66,0.0,concluida,balcao
V002712,2024-09-09 11:55:00,CLI0041,VEN02,802.82,0.0,concluida,balcao
V002713,2024-09-09 11:51:00,CLI0057,VEN04,663.09,8.95,concluida,balcao
V002714,2024-09-09 11:36:00,CLI0084,VEN04,26125.18,565.78,concluida,balcao
V002715,2024-09-09 10:48:00,CLI0122,VEN04,31.46,0.0,concluida,balcao
V002716,2024-09-09 15:00:00,CLI0130,VEN04,6704.57,129.03,concluida,balcao
V002717,2024-09-09 10:32:00,CLI0147,VEN04,20319.34,28.48,concluida,telefone
V002718,2024-09-10 07:47:00,CLI0028,VEN03,1561.57,0.0,concluida,balcao
V002719,2024-09-10 14:06:00,CLI0036,VEN03,1958.1,60.71,concluida,balcao
V002720,2024-09-10 12:40:00,CLI0067,VEN01,3364.16,119.97,concluida,balcao
V002721,2024-09-10 09:15:00,CLI0073,VEN03,3154.87,0.0,concluida,balcao
V002722,2024-09-10 11:03:00,CLI0102,VEN02,407.28,0.0,concluida,telefone
V002723,2024-09-10 12:52:00,CLI0110,VEN02,2793.5,68.16,concluida,balcao
V002724,2024-09-10 10:15:00,CLI0112,VEN01,1905.4,14.88,concluida,balcao
V002725,2024-09-10 15:38:00,CLI0117,VEN01,26046.79,111.67,concluida,balcao
V002726,2024-09-11 16:16:00,CLI0006,VEN03,21858.78,386.16,concluida,balcao
V002727,2024-09-11 17:09:00,CLI0038,VEN04,1289.1,0.0,concluida,telefone
V002728,2024-09-11 17:27:00,CLI0092,VEN01,9806.3,244.11,concluida,balcao
V002729,2024-09-11 13:33:00,CLI0096,VEN04,20874.27,1339.99,concluida,balcao
V002730,2024-09-11 11:42:00,CLI0117,VEN03,4756.37,38.6,concluida,balcao
V002731,2024-09-11 08:34:00,CLI0134,VEN01,959.71,23.09,concluida,telefone
V002732,2024-09-12 13:03:00,CLI0057,VEN03,3200.41,0.0,concluida,balcao
V002733,2024-09-12 11:22:00,CLI0058,VEN01,979.99,0.0,concluida,telefone
V002734,2024-09-12 07:38:00,CLI0081,VEN02,8263.6,449.07,concluida,balcao
V002735,2024-09-12 17:17:00,CLI0085,VEN03,828.36,0.0,concluida,balcao
V002736,2024-09-12 09:40:00,CLI0109,VEN01,610.56,0.0,concluida,balcao
V002737,2024-09-12 09:09:00,CLI0140,VEN01,3404.62,153.47,concluida,balcao
V002738,2024-09-13 07:26:00,CLI0011,VEN03,96.21,0.0,concluida,balcao
V002739,2024-09-13 08:08:00,CLI0017,VEN02,128.49,0.0,concluida,balcao
V002740,2024-09-13 09:43:00,CLI0038,VEN02,3473.99,3.33,concluida,balcao
V002741,2024-09-13 15:10:00,CLI0048,VEN03,82.71,0.0,concluida,balcao
V002742,2024-09-13 10:39:00,CLI0049,VEN03,441.75,0.0,concluida,balcao
V002743,2024-09-13 11:42:00,CLI0064,VEN03,777.43,0.0,concluida,balcao
V002744,2024-09-13 07:56:00,CLI0071,VEN01,5317.01,39.09,concluida,balcao
V002745,2024-09-13 15:58:00,CLI0092,VEN04,6062.25,192.77,concluida,balcao
V002746,2024-09-13 18:15:00,CLI0101,VEN02,111.96,0.0,concluida,balcao
V002747,2024-09-13 14:53:00,CLI0103,VEN04,29306.82,795.78,concluida,balcao
V002748,2024-09-13 09:38:00,CLI0105,VEN01,968.91,7.09,concluida,balcao
V002749,2024-09-13 18:12:00,CLI0113,VEN01,72.64,0.0,concluida,balcao
V002750,2024-09-13 15:45:00,CLI0116,VEN01,140.65,0.0,concluida,balcao
V002751,2024-09-13 17:46:00,CLI0124,VEN04,412.28,0.0,concluida,balcao
V002752,2024-09-13 17:58:00,CLI0142,VEN01,324.27,8.26,concluida,balcao
V002753,2024-09-14 15:55:00,CLI0016,VEN02,7941.05,502.26,concluida,balcao
V002754,2024-09-14 11:01:00,CLI0023,VEN02,23931.52,836.98,concluida,balcao
V002755,2024-09-14 12:06:00,CLI0071,VEN03,6894.66,255.39,concluida,balcao
V002756,2024-09-14 07:58:00,CLI0081,VEN04,10572.35,71.13,concluida,telefone
V002757,2024-09-14 17:49:00,CLI0085,VEN01,220.89,2.27,concluida,balcao
V002758,2024-09-14 17:24:00,CLI0096,VEN01,14501.03,124.42,concluida,balcao
V002759,2024-09-14 11:20:00,CLI0103,VEN01,11872.77,207.33,concluida,balcao
V002760,2024-09-14 07:18:00,CLI0117,VEN02,13008.4,346.98,concluida,balcao
V002761,2024-09-14 16:18:00,CLI0131,VEN03,148.74,0.0,concluida,balcao
V002762,2024-09-16 09:34:00,CLI0084,VEN02,19872.13,2032.05,concluida,telefone
V002763,2024-09-16 13:53:00,CLI0108,VEN02,419.43,0.0,concluida,balcao
V002764,2024-09-16 18:14:00,CLI0126,VEN02,1243.48,2.79,concluida,balcao
V002765,2024-09-16 17:52:00,CLI0134,VEN03,45.67,0.0,concluida,balcao
V002766,2024-09-17 10:10:00,CLI0063,VEN03,175.7,0.0,concluida,balcao
V002767,2024-09-17 10:45:00,CLI0097,VEN02,52.2,0.0,concluida,telefone
V002768,2024-09-17 15:00:00,CLI0115,VEN04,16230.22,888.92,concluida,telefone
V002769,2024-09-17 15:07:00,CLI0117,VEN04,19440.98,359.95,concluida,balcao
V002770,2024-09-18 10:02:00,CLI0006,VEN04,13049.23,580.91,concluida,telefone
V002771,2024-09-18 09:05:00,CLI0023,VEN02,8968.23,274.06,concluida,balcao
V002772,2024-09-18 13:53:00,CLI0082,VEN03,14.96,0.0,concluida,balcao
V002773,2024-09-18 08:29:00,CLI0100,VEN03,2711.41,25.51,concluida,balcao
V002774,2024-09-19 07:16:00,CLI0005,VEN04,836.75,0.0,concluida,telefone
V002775,2024-09-19 18:48:00,CLI0020,VEN03,1451.46,58.41,concluida,balcao
V002776,2024-09-19 08:37:00,CLI0021,VEN02,151.69,0.0,concluida,balcao
V002777,2024-09-19 14:30:00,CLI0046,VEN04,1684.12,22.68,concluida,telefone
V002778,2024-09-19 07:58:00,CLI0057,VEN03,1383.42,0.92,concluida,balcao
V002779,2024-09-19 09:55:00,CLI0149,VEN03,6506.34,152.86,concluida,telefone
V002780,2024-09-20 12:44:00,CLI0036,VEN01,1308.63,0.0,concluida,balcao
V002781,2024-09-20 18:55:00,CLI0071,VEN01,5404.63,0.0,concluida,balcao
V002782,2024-09-20 16:03:00,CLI0073,VEN03,1286.84,61.61,concluida,balcao
V002783,2024-09-20 08:08:00,CLI0096,VEN03,7244.03,362.88,concluida,balcao
V002784,2024-09-20 14:14:00,CLI0115,VEN03,29536.32,119.42,concluida,balcao
V002785,2024-09-20 09:54:00,CLI0117,VEN03,17344.2,16.61,concluida,balcao
V002786,2024-09-20 10:24:00,CLI0147,VEN04,10049.19,633.93,concluida,balcao
V002787,2024-09-20 10:15:00,CLI0149,VEN03,7704.5,216.67,concluida,telefone
V002788,2024-09-21 08:59:00,CLI0013,VEN03,585.33,0.0,concluida,telefone
V002789,2024-09-21 13:01:00,CLI0033,VEN01,700.59,0.0,concluida,balcao
V002790,2024-09-21 18:43:00,CLI0081,VEN02,14125.09,148.81,concluida,balcao
V002791,2024-09-22 16:39:00,CLI0049,VEN03,1888.61,0.0,concluida,balcao
V002792,2024-09-22 10:41:00,CLI0084,VEN04,11565.77,87.88,concluida,telefone
V002793,2024-09-22 07:56:00,CLI0096,VEN01,26540.99,662.53,concluida,telefone
V002794,2024-09-22 07:35:00,CLI0142,VEN02,3997.18,0.0,concluida,balcao
V002795,2024-09-23 11:59:00,CLI0004,VEN01,27.6,0.0,concluida,telefone
V002796,2024-09-23 09:29:00,CLI0020,VEN03,17863.06,0.0,concluida,telefone
V002797,2024-09-23 14:42:00,CLI0096,VEN02,17942.28,136.42,concluida,telefone
V002798,2024-09-24 17:30:00,CLI0025,VEN02,143.64,0.0,concluida,balcao
V002799,2024-09-24 10:34:00,CLI0040,VEN01,2466.15,0.18,concluida,balcao
V002800,2024-09-24 14:16:00,CLI0085,VEN01,349.21,6.58,concluida,balcao
V002801,2024-09-24 15:03:00,CLI0096,VEN01,16854.57,21.98,concluida,telefone
V002802,2024-09-25 18:51:00,CLI0003,VEN04,1921.79,19.2,concluida,telefone
V002803,2024-09-25 09:45:00,CLI0026,VEN02,1140.62,3.3,concluida,balcao
V002804,2024-09-25 10:00:00,CLI0028,VEN03,923.91,0.57,concluida,balcao
V002805,2024-09-25 12:29:00,CLI0032,VEN03,2.38,0.0,concluida,telefone
V002806,2024-09-25 10:57:00,CLI0079,VEN01,1385.44,21.7,concluida,telefone
V002807,2024-09-25 07:00:00,CLI0092,VEN02,17361.64,709.9,concluida,balcao
